date,day_type,bus,rail_boardings,total_rides,transit_id,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset,weather_id
2025-01-23,W,560708,380982,941690,8789,1737612000,-3.5,-11.9,-6.9,-8.9,-18.1,-13.3,-12.4,65.8,0.029,100.0,4.17,['snow'],0.6,0.3,48.2,25.2,294.7,1023.5,36.3,13.1,53.0,4.6,5.0,10.0,07:10:48,1737637848,16:54:42,1737672882,0.81,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,115
2025-01-24,W,517992,316577,834569,8790,1737698400,-5.1,-15.9,-9.9,-11.4,-21.7,-16.2,-16.4,60.7,0.0,0.0,0.0,,0.0,0.0,40.4,24.8,219.4,1025.3,28.8,16.0,54.0,4.7,4.0,10.0,07:10:02,1737724202,16:55:58,1737759358,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,116
2025-01-25,A,353449,229265,582714,8791,1737784800,5.9,-5.2,-0.5,1.2,-11.8,-6.2,-9.0,53.5,0.0,0.0,0.0,,0.0,0.0,61.0,38.4,249.7,1020.6,85.3,16.0,56.1,4.8,4.0,10.0,07:09:14,1737810554,16:57:13,1737845833,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,117
2025-01-26,U,263357,167555,430912,8792,1737871200,-0.1,-6.9,-3.8,-4.8,-13.2,-8.7,-12.6,51.1,0.0,0.0,0.0,,0.0,0.0,42.5,22.4,276.7,1027.0,61.6,16.0,56.6,4.9,4.0,10.0,07:08:24,1737896904,16:58:30,1737932310,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,118
2025-01-27,W,557840,346652,904492,8793,1737957600,6.7,-7.6,0.0,2.4,-14.1,-5.5,-11.9,42.4,0.0,0.0,0.0,,0.0,0.0,63.0,39.2,247.3,1014.1,27.6,16.0,64.7,5.7,5.0,10.0,07:07:32,1737983252,16:59:46,1738018786,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,119
2025-01-28,W,600629,398829,999458,8794,1738044000,8.9,-1.8,4.2,5.3,-5.2,0.3,-5.9,48.7,0.0,0.0,0.0,,0.0,0.0,63.0,36.1,249.6,1006.0,21.7,16.0,54.7,4.8,4.0,10.0,07:06:39,1738069599,17:01:03,1738105263,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,120
2025-01-29,W,600988,399561,1000549,8795,1738130400,8.7,2.6,5.2,5.4,-1.8,1.8,-5.3,47.3,0.0,0.0,0.0,,0.0,0.0,47.3,28.1,283.5,1011.8,29.2,16.0,60.8,5.2,4.0,10.0,07:05:43,1738155943,17:02:20,1738191740,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,121
2025-01-30,W,597148,395576,992724,8796,1738216800,9.6,-1.6,4.1,6.3,-3.7,1.8,-1.9,67.2,6.744,100.0,29.17,['rain'],0.0,0.0,43.1,26.7,202.6,1013.9,60.2,13.1,36.9,3.3,3.0,10.0,07:04:46,1738242286,17:03:37,1738278217,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,122
2025-01-31,W,504505,309032,813537,8797,1738303200,4.9,1.6,3.7,3.6,-4.1,-0.5,1.4,85.5,20.541,100.0,58.33,['rain'],0.0,0.0,51.8,36.6,29.9,1009.9,84.2,7.9,8.3,0.7,1.0,10.0,07:03:47,1738328627,17:04:54,1738364694,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,123
2025-02-01,A,375592,231851,607443,8798,1738389600,1.5,-0.9,0.1,-3.7,-6.9,-5.3,-6.0,63.8,0.0,0.0,0.0,,0.0,0.0,42.5,27.2,76.3,1025.7,90.8,16.0,45.4,3.9,2.0,10.0,07:02:46,1738414966,17:06:12,1738451172,0.11,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,124
2025-02-02,U,276799,172094,448893,8799,1738476000,6.8,-0.1,3.8,6.8,-5.9,0.7,-0.1,75.8,0.0,0.0,0.0,,0.0,0.0,41.4,24.3,187.6,1016.0,98.4,15.5,24.5,2.2,2.0,10.0,07:01:43,1738501303,17:07:29,1738537649,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,125
2025-02-03,W,561089,344871,905960,8800,1738562400,7.9,1.4,4.6,6.0,-4.1,1.4,2.2,84.5,0.0,0.0,0.0,,0.0,0.0,50.0,29.3,6.9,1013.5,96.3,11.3,13.2,1.3,1.0,10.0,07:00:39,1738587639,17:08:46,1738624126,0.19,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,126
2025-02-04,W,601920,397482,999402,8801,1738648800,1.0,-4.3,-2.4,-4.0,-11.2,-8.3,-8.2,64.6,0.0,0.0,0.0,,0.0,0.0,48.6,29.2,5.7,1029.9,79.1,15.9,23.6,2.1,1.0,10.0,06:59:33,1738673973,17:10:04,1738710604,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,127
2025-02-05,W,588472,392240,980712,8802,1738735200,-0.1,-2.9,-1.7,-5.2,-9.4,-7.4,-7.5,65.2,0.198,100.0,8.33,"['rain', 'snow']",0.0,0.0,42.8,25.1,90.5,1024.2,99.4,14.4,26.0,2.2,2.0,10.0,06:58:25,1738760305,17:11:21,1738797081,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,128
2025-02-06,W,565576,380737,946313,8803,1738821600,3.5,-1.2,0.7,-0.9,-8.0,-4.1,-4.4,71.1,0.069,100.0,4.17,"['rain', 'snow']",0.5,0.0,59.5,35.0,267.7,1013.4,75.6,12.8,35.1,2.9,2.0,10.0,06:57:16,1738846636,17:12:39,1738883559,0.29,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"['72534014819', 'USW00014819', '72212604879', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,129
2025-02-07,W,568753,334477,903230,8804,1738908000,0.4,-6.4,-3.1,-1.1,-12.3,-6.8,-14.9,40.0,0.0,0.0,0.0,,0.0,0.0,49.9,25.9,295.5,1025.9,75.4,16.0,60.7,5.1,3.0,10.0,06:56:05,1738932965,17:13:56,1738970036,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', '72212604879', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,130
2025-02-08,A,354675,225361,580036,8805,1738994400,0.7,-2.0,-0.5,-3.3,-6.0,-4.8,-6.7,63.9,0.054,100.0,4.17,"['rain', 'snow']",0.8,0.0,35.3,21.4,70.9,1017.1,99.7,14.4,11.5,0.9,1.0,10.0,06:54:53,1739019293,17:15:13,1739056513,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,131
2025-02-09,U,283740,178617,462357,8806,1739080800,0.0,-4.5,-2.3,-1.2,-11.3,-6.7,-9.5,58.2,0.0,0.0,0.0,,0.0,0.0,37.8,23.8,308.0,1027.8,70.0,15.9,76.7,6.7,4.0,10.0,06:53:39,1739105619,17:16:30,1739142990,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,132
2025-02-10,W,566314,340368,906682,8807,1739167200,1.6,-7.5,-3.1,-0.4,-11.1,-6.7,-13.5,45.7,0.0,0.0,0.0,,0.0,0.0,27.7,13.5,254.0,1032.6,48.4,16.0,116.3,10.0,6.0,10.0,06:52:24,1739191944,17:17:47,1739229467,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,133
2025-02-11,W,602680,394158,996838,8808,1739253600,-1.6,-4.3,-3.3,-1.6,-11.3,-8.7,-8.9,65.6,0.0,0.0,0.0,,0.0,0.0,43.9,26.1,21.8,1026.3,99.8,15.2,22.3,1.9,1.0,10.0,06:51:08,1739278268,17:19:04,1739315944,0.47,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,134
2025-02-12,W,495987,323871,819858,8809,1739340000,-1.8,-4.3,-2.9,-6.6,-11.1,-8.9,-6.5,76.6,1.825,100.0,37.5,"['rain', 'snow']",2.8,1.9,42.8,27.9,53.4,1015.9,100.0,8.7,8.6,0.6,0.0,10.0,06:49:50,1739364590,17:20:20,1739402420,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,135
2025-02-13,W,561666,377046,938712,8810,1739426400,-2.9,-13.1,-7.8,-7.5,-20.6,-15.2,-13.6,64.4,0.0,0.0,0.0,['snow'],1.6,6.5,45.4,31.1,283.8,1024.9,46.7,14.8,84.9,7.2,5.0,10.0,06:48:31,1739450911,17:21:36,1739488896,0.54,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,136
2025-02-14,W,530108,327173,857281,8811,1739512800,-3.3,-14.7,-8.7,-8.8,-21.5,-14.5,-15.2,60.6,1.385,100.0,16.67,['snow'],3.8,3.7,39.2,22.4,158.6,1034.1,72.9,14.2,51.2,4.4,3.0,10.0,06:47:10,1739537230,17:22:52,1739575372,0.57,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,137
2025-02-15,A,354572,234600,589172,8812,1739599200,1.4,-2.4,-0.3,1.4,-8.3,-3.7,-4.3,74.2,0.081,100.0,8.33,"['rain', 'snow']",0.0,9.1,47.1,34.9,23.2,1013.6,100.0,14.5,22.8,1.9,1.0,10.0,06:45:48,1739623548,17:24:08,1739661848,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,138
2025-02-16,U,276210,177108,453318,8813,1739685600,-1.9,-10.9,-3.9,-8.0,-19.3,-11.1,-9.4,66.0,0.0,0.0,0.0,['snow'],1.4,9.5,50.7,34.5,317.4,1013.0,78.3,14.3,67.1,5.8,4.0,10.0,06:44:26,1739709866,17:25:24,1739748324,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,139
2025-02-17,W,368849,239262,608111,8814,1739772000,-11.9,-16.0,-14.0,-20.5,-25.1,-22.9,-21.8,51.8,0.0,0.0,0.0,,0.0,9.5,43.6,27.4,282.1,1028.1,47.7,16.0,118.9,10.4,6.0,10.0,06:43:01,1739796181,17:26:39,1739834799,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,140
2025-02-18,W,492897,326560,819457,8815,1739858400,-9.2,-19.3,-14.5,-15.2,-28.1,-22.3,-23.8,45.8,0.0,0.0,0.0,,0.0,6.8,37.1,20.4,321.3,1036.0,66.6,16.0,124.9,10.8,6.0,10.0,06:41:36,1739882496,17:27:54,1739921274,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,141
2025-02-19,W,550895,364221,915116,8816,1739944800,-7.5,-14.3,-11.7,-14.0,-21.9,-18.8,-20.2,49.2,0.0,0.0,0.0,,0.0,3.1,32.4,20.0,309.4,1034.4,92.0,16.0,89.5,7.6,4.0,10.0,06:40:10,1739968810,17:29:09,1740007749,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,142
2025-02-20,W,574080,380904,954984,8817,1740031200,-3.9,-14.9,-9.2,-9.2,-22.4,-16.0,-16.3,57.1,0.0,0.0,0.0,,0.0,2.4,39.2,23.3,295.1,1033.0,38.2,15.8,130.4,11.3,6.0,10.0,06:38:43,1740055123,17:30:23,1740094223,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,143
2025-02-21,W,553951,328596,882547,8818,1740117600,-1.9,-11.3,-6.6,-6.7,-16.5,-11.6,-12.5,63.1,0.0,0.0,0.0,,0.0,2.0,30.6,19.9,249.2,1035.8,1.3,16.0,127.2,11.1,6.0,10.0,06:37:14,1740141434,17:31:38,1740180698,0.8,Clear,Clear conditions throughout the day.,clear-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,144
2025-02-22,A,370787,234375,605162,8819,1740204000,1.4,-8.9,-3.1,-2.5,-15.0,-8.7,-11.5,53.6,0.0,0.0,0.0,,0.0,2.4,46.9,30.0,232.7,1025.5,39.1,16.0,123.2,10.6,6.0,10.0,06:35:45,1740227745,17:32:51,1740267171,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,145
2025-02-23,U,281484,174047,455531,8820,1740290400,7.9,-3.9,1.8,7.9,-8.0,-1.6,-5.5,59.1,0.0,0.0,0.0,,0.0,1.8,44.6,24.7,204.7,1017.8,73.8,16.0,39.8,3.3,2.0,10.0,06:34:15,1740314055,17:34:05,1740353645,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,146
2025-02-24,W,578860,353291,932151,8821,1740376800,12.6,3.4,8.1,12.6,-0.9,5.8,0.9,60.7,0.0,0.0,0.0,,0.0,0.0,47.5,30.3,230.7,1007.5,89.9,16.0,82.1,7.2,5.0,10.0,06:32:44,1740400364,17:35:18,1740440118,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,147
2025-02-25,W,575346,396347,971693,8822,1740463200,13.1,3.4,7.9,13.1,2.1,7.0,1.4,65.4,0.114,100.0,4.17,['rain'],0.0,0.0,35.3,21.1,291.1,1009.6,41.0,16.0,114.0,9.7,6.0,10.0,06:31:12,1740486672,17:36:31,1740526591,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,148
2025-02-26,W,609866,397146,1007012,8823,1740549600,9.8,3.0,6.1,8.8,-0.2,3.7,1.4,72.2,1.169,100.0,16.67,['rain'],0.0,0.0,37.8,22.1,83.1,1009.6,95.2,15.5,42.7,3.7,2.0,10.0,06:29:39,1740572979,17:37:44,1740613064,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,149
2025-02-27,W,613402,402457,1015859,8824,1740636000,9.8,2.7,5.7,6.2,-1.2,2.6,-0.2,68.3,0.3,100.0,8.33,['rain'],0.0,0.0,51.6,33.3,290.0,1011.5,65.8,12.5,70.1,6.0,5.0,10.0,06:28:05,1740659285,17:38:56,1740699536,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,150
2025-02-28,W,590955,352148,943103,8825,1740722400,14.8,1.7,7.6,14.8,-2.3,4.9,-2.4,51.1,0.0,0.0,0.0,,0.0,0.0,77.8,46.2,263.8,1003.2,78.5,16.0,71.4,6.1,4.0,10.0,06:26:31,1740745591,17:40:08,1740786008,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,151
2025-03-01,A,380591,240413,621004,8826,1740808800,1.9,-4.7,-2.1,-4.1,-11.1,-7.4,-13.4,42.7,0.0,0.0,0.0,,0.0,0.0,56.4,40.2,341.6,1019.1,48.0,15.9,104.5,9.0,6.0,10.0,06:24:56,1740831896,17:41:20,1740872480,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,152
2025-03-02,U,291627,180050,471677,8827,1740895200,3.1,-7.3,-2.1,2.1,-11.0,-4.7,-12.6,47.1,0.0,0.0,0.0,,0.0,0.0,20.9,14.4,251.6,1024.9,48.0,16.0,109.5,9.6,6.0,10.0,06:23:20,1740918200,17:42:32,1740958952,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,153
2025-03-03,W,578006,345594,923600,8828,1740981600,8.5,0.3,4.5,5.1,-3.0,1.0,-7.3,42.4,0.0,0.0,0.0,,0.0,0.0,47.7,25.8,185.6,1017.4,93.9,16.0,37.0,3.1,2.0,10.0,06:21:43,1741004503,17:43:43,1741045423,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"['USW00094846', '72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,154
2025-03-04,W,580293,390147,970440,8829,1741068000,8.8,6.6,8.1,7.5,3.4,5.2,3.5,74.1,17.006,100.0,62.5,['rain'],0.0,0.0,60.9,30.0,175.1,1003.2,99.5,13.9,18.3,1.6,1.0,10.0,06:20:06,1741090806,17:44:54,1741131894,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,155
2025-03-05,W,603951,397881,1001832,8830,1741154400,10.9,-0.2,6.3,10.9,-7.2,3.0,3.1,80.1,5.889,100.0,29.17,['rain'],0.0,0.0,65.2,38.8,276.1,988.1,99.2,11.7,27.3,2.1,1.0,10.0,06:18:28,1741177108,17:46:04,1741218364,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,156
2025-03-06,W,619806,404819,1024625,8831,1741240800,5.5,-1.8,1.4,2.3,-8.4,-3.3,-7.3,53.6,0.0,0.0,0.0,,0.0,0.0,53.1,33.7,294.9,1011.2,42.9,16.0,123.8,10.8,7.0,10.0,06:16:50,1741263410,17:47:15,1741304835,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,157
2025-03-07,W,555241,335864,891105,8832,1741327200,3.9,1.2,2.3,3.7,-2.0,0.2,-1.6,75.9,2.62,100.0,29.17,['rain'],0.4,0.0,24.1,12.4,102.4,1012.1,95.8,11.7,25.7,2.1,1.0,10.0,06:15:11,1741349711,17:48:25,1741391305,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,-6.0,158
2025-03-08,A,398766,258254,657020,8833,1741413600,10.4,-1.1,4.3,10.4,-3.9,1.7,-2.8,62.5,0.0,0.0,0.0,,0.0,0.0,53.0,34.3,274.5,1016.7,35.0,15.4,120.1,10.5,6.0,10.0,06:13:32,1741436012,17:49:34,1741477774,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,159
2025-03-09,U,302103,192874,494977,8834,1741500000,14.8,1.6,8.4,14.8,-1.5,7.0,-1.6,51.2,0.0,0.0,0.0,,0.0,0.0,46.1,27.9,245.6,1014.8,34.6,16.0,131.3,10.9,7.0,10.0,07:11:52,1741522312,18:50:44,1741564244,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,-6.0,160
2025-03-10,W,593786,371554,965340,8835,1741582800,20.5,4.7,13.1,20.5,2.2,12.2,-0.7,40.7,0.0,0.0,0.0,,0.0,0.0,50.0,28.1,228.6,1007.8,37.6,16.0,136.8,11.8,7.0,10.0,07:10:12,1741608612,18:51:53,1741650713,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['USW00094846', '72534014819', 'USW00014819', 'KORD', '72530094846', 'KMDW', 'F1983', '74466504838', 'USW00004838']",obs,,161
2025-03-11,W,626067,418826,1044893,8836,1741669200,15.3,3.1,8.2,15.3,-0.9,5.5,-1.9,49.8,0.0,0.0,0.0,,0.0,0.0,63.7,45.1,16.1,1007.9,77.3,16.0,126.5,10.9,6.0,10.0,07:08:31,1741694911,18:53:02,1741737182,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,,162
2025-03-12,W,633486,421745,1055231,8837,1741755600,10.4,3.6,6.5,10.4,-0.3,4.3,-6.3,40.6,0.0,0.0,0.0,,0.0,0.0,32.8,17.6,64.1,1010.6,28.6,16.0,134.9,11.5,7.0,10.0,07:06:50,1741781210,18:54:11,1741823651,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,,163
2025-03-13,W,632710,433941,1066651,8838,1741842000,15.4,1.9,8.3,15.4,0.3,7.4,-1.7,51.5,0.0,0.0,0.0,,0.0,0.0,33.5,20.7,78.2,1011.9,26.6,16.0,142.2,12.3,7.0,10.0,07:05:09,1741867509,18:55:20,1741910120,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,,164
2025-03-14,W,610031,416441,1026472,8839,1741928400,26.4,9.7,18.3,26.4,7.9,18.1,6.6,47.7,0.0,0.0,0.0,,0.0,0.0,72.7,39.7,164.9,1001.3,62.0,16.0,113.9,9.8,6.0,10.0,07:03:27,1741953807,18:56:28,1741996588,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,,165
2025-03-15,A,419140,569090,988230,8840,1742014800,22.2,7.1,14.9,22.2,4.4,14.5,7.3,62.7,12.961,100.0,20.83,['rain'],0.0,0.0,75.1,46.2,216.2,991.8,90.4,13.6,85.6,7.3,4.0,10.0,07:01:45,1742040105,18:57:37,1742083057,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,,166
2025-03-16,U,273811,212415,486226,8841,1742101200,6.4,-1.0,2.0,3.7,-5.1,-2.0,-1.9,75.8,3.971,100.0,33.33,"['rain', 'snow']",0.7,0.1,41.4,23.4,310.0,1005.0,85.1,12.8,25.8,2.3,1.0,10.0,07:00:03,1742126403,18:58:45,1742169525,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838', 'KPWK']",obs,,167
2025-03-17,W,592276,388387,980663,8842,1742187600,12.1,-2.4,4.8,12.1,-5.3,2.8,-3.9,56.2,0.0,0.0,0.0,,0.0,0.0,63.5,38.4,189.3,1018.4,25.4,16.0,127.1,11.1,5.0,10.0,06:58:21,1742212701,18:59:53,1742255993,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,,168
2025-03-18,W,631010,433816,1064826,8843,1742274000,22.6,7.9,13.7,22.6,4.9,12.3,3.0,49.6,0.0,0.0,0.0,,0.0,0.0,55.4,31.5,191.3,1007.2,82.2,16.0,81.4,7.0,4.0,10.0,06:56:39,1742298999,19:01:00,1742342460,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,,169
2025-03-19,W,586106,410146,996252,8844,1742360400,9.1,3.3,6.5,7.4,-3.0,3.3,3.0,79.3,15.206,100.0,25.0,['rain'],0.0,0.0,61.6,39.9,24.1,999.8,82.4,13.9,52.0,4.4,4.0,10.0,06:54:56,1742385296,19:02:08,1742428928,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['72534014819', 'USW00014819', 'KORD', 'KMDW', '72530094846', 'F1983', '74466504838']",obs,,170
